Scale,Time,Iterations
0.1,0.020481154999288265,25
0.10981963927855712,0.01456813899858389,25
0.11963927855711423,0.037748121001641266,29
0.12945891783567134,0.038905278997845016,32
0.13927855711422846,0.02725207000185037,36
0.14909819639278557,0.04656123099994147,39
0.1589178356713427,0.05765280299965525,43
0.16873747494989982,0.07489229000202613,45
0.17855711422845694,0.06750691300112521,50
0.18837675350701405,0.14296604900300736,51
0.19819639278557116,0.10377942900231574,54
0.20801603206412828,0.08262499800184742,54
0.2178356713426854,0.14012582300347276,59
0.2276553106212425,0.09103624300041702,59
0.23747494989979961,0.13283496600342914,64
0.24729458917835673,0.28411051600414794,66
0.25711422845691384,0.17616554300184362,72
0.26693386773547095,0.19302710400370415,71
0.27675350701402807,0.2833387499995297,73
0.2865731462925852,0.2565583100004005,82
0.2963927855711423,0.28487490599945886,86
0.3062124248496994,0.46809248800127534,98
0.3160320641282565,0.31679246500425506,83
0.32585170340681363,0.5750487170007546,84
0.3356713426853708,0.6092356000008294,118
0.3454909819639279,0.6130919879942667,92
0.355310621242485,0.4863139509980101,92
0.36513026052104214,0.5218625810011872,95
0.37494989979959925,0.7268683639995288,97
0.38476953907815636,0.6149265950007248,102
0.3945891783567135,0.7132811820047209,101
0.4044088176352706,0.8688033619982889,104
0.4142284569138277,0.8634889979948639,105
0.4240480961923848,0.8461059870023746,108
0.43386773547094193,1.0281275279994588,111
0.44368737474949904,1.072828534997825,113
0.45350701402805615,1.2846426920004888,116
0.46332665330661327,1.1127657550023287,117
0.4731462925851704,1.4608821909932885,134
0.4829659318637275,1.5750806760042906,137
0.4927855711422846,1.3580513869965216,123
0.5026052104208417,1.4599868820005213,124
0.5124248496993988,1.6116526070036343,128
0.522244488977956,1.4644382420010515,130
0.5320641282565131,1.7679631029968732,139
0.5418837675350702,1.9268051460021525,140
0.5517034068136273,2.621034404000966,187
0.5615230460921844,1.6669738470009179,142
0.5713426853707415,2.031357209001726,142
0.5811623246492986,2.183111332000408,143
0.5909819639278557,1.9778633489986532,144
0.6008016032064128,2.4159660439981963,147
0.61062124248497,2.4221688059988082,149
0.6204408817635271,2.1872339789988473,156
0.6302605210420842,2.8449669430046924,154
0.6400801603206413,2.7660479189944454,157
0.6498997995991984,2.816757797001628,157
0.6597194388777555,3.537740407002275,169
0.6695390781563126,2.801540622000175,169
0.6793587174348698,3.630317262999597,168
0.6891783567134269,4.022516974997416,165
0.698997995991984,3.113497547994484,168
0.7088176352705411,4.968211414001416,206
0.7186372745490982,4.166148586999043,175
0.7284569138276553,4.118572622995998,177
0.7382765531062124,4.292355363999377,175
0.7480961923847695,4.847808350001287,185
0.7579158316633267,4.157473965002282,184
0.7677354709418838,4.6868306980031775,183
0.7775551102204409,5.114278120003291,188
0.787374749498998,5.190383312998165,187
0.7971943887775551,4.990784890003852,186
0.8070140280561122,5.822530420999101,199
0.8168336673346693,5.579193710000254,192
0.8266533066132264,6.007357244001469,193
0.8364729458917836,6.327954241998668,205
0.8462925851703407,6.650745023005584,204
0.8561122244488978,6.531787236002856,205
0.8659318637274549,7.251197041994601,231
0.875751503006012,7.1203175600021495,201
0.8855711422845691,6.708479057000659,202
0.8953907815631262,7.509181328001432,222
0.9052104208416833,7.590727813003468,209
0.9150300601202405,7.301045028994849,211
0.9248496993987976,8.09311628699652,213
0.9346693386773547,8.83455375500489,222
0.9444889779559118,7.882690619000641,222
0.9543086172344689,9.439181066998572,236
0.964128256513026,8.953754114998446,221
0.9739478957915831,8.872110470001644,225
0.9837675350701403,9.4438278719972,230
0.9935871743486974,10.33147115400061,233
1.0034068136272545,9.116060602995276,231
1.0132264529058117,10.282771940997918,231
1.0230460921843687,11.45639538999967,252
1.032865731462926,10.330529261002084,254
1.0426853707414832,12.281762711005285,256
1.0525050100200402,11.238309184998798,235
1.0623246492985974,10.236462370994559,241
1.0721442885771544,12.296810350999294,240
1.0819639278557116,11.901741682995635,242
1.0917835671342686,10.992805686000793,244
1.1016032064128258,12.472263798998029,243
1.1114228456913828,12.571684850001475,247
1.12124248496994,12.887172603994259,274
1.131062124248497,15.254207302998111,274
1.1408817635270543,14.269547273994249,274
1.1507014028056113,12.829607351006416,256
1.1605210420841685,15.28433059699455,259
1.1703406813627255,14.346232121002686,260
1.1801603206412827,14.808670024001913,285
1.1899799599198397,16.338884828001028,261
1.199799599198397,15.035402277993853,261
1.209619238476954,14.482679472996097,265
1.2194388777555112,17.15460126999824,263
1.2292585170340682,16.05546363999747,282
1.2390781563126254,15.285765669999819,267
1.2488977955911824,18.625522492999153,269
1.2587174348697396,16.237568867996742,268
1.2685370741482966,16.600395454996033,275
1.2783567134268539,19.60379405799904,276
1.2881763527054109,17.217264138002065,275
1.297995991983968,18.629875129001448,295
1.307815631262525,20.719131974998163,279
1.3176352705410823,18.57921148499736,280
1.3274549098196393,18.83213436200458,292
1.3372745490981965,23.130161253997358,302
1.3470941883767535,20.970590197001002,301
1.3569138276553108,20.037545910003246,291
1.366733466933868,25.597249694998027,318
1.376553106212425,20.97837670199806,289
1.3863727454909822,21.314298366000003,296
1.3961923847695392,26.30710525700124,319
1.4060120240480964,23.636251511998125,319
1.4158316633266534,21.880123503004143,303
1.4256513026052107,25.840811737005424,300
1.4354709418837677,23.98708123099641,315
1.445290581162325,23.498088155000005,303
1.455110220440882,28.118260148003174,305
1.4649298597194391,25.266778469995188,312
1.4747494989979961,25.78672171499784,320
1.4845691382765533,28.952796289995604,313
1.4943887775551103,26.89129111499642,317
1.5042084168336676,26.21193548500014,313
1.5140280561122246,32.565884882998944,339
1.5238476953907818,29.986102379996737,348
1.5336673346693388,27.991462010999385,320
1.543486973947896,32.53635136200319,322
1.553306613226453,30.574410708999494,338
1.5631262525050102,29.93189624500519,326
1.5729458917835673,34.14155401199969,329
1.5827655310621245,30.664487278998422,323
1.5925851703406815,30.466141443997913,323
1.6024048096192387,36.804335332002665,349
1.6122244488977957,32.61773232500127,333
1.622044088176353,33.99249163600325,348
1.63186372745491,37.825272911002685,338
1.6416833667334672,35.858431449996715,351
1.6515030060120242,35.0500304169982,344
1.6613226452905814,39.886034023998945,343
1.6711422845691384,35.02396850899822,336
1.6809619238476956,35.219664632000786,336
1.6907815631262526,41.76133594899875,349
1.7006012024048098,38.425881009003206,358
1.7104208416833668,39.48926381600177,363
1.720240480961924,42.980599912996695,355
1.730060120240481,40.117317224001454,357
1.7398797595190383,41.69774065299862,368
1.7496993987975953,44.32471394500317,355
1.7595190380761525,42.59571149099793,365
1.7693386773547095,42.608171206004045,366
1.7791583166332667,47.27750434400514,370
1.7889779559118237,43.36693472800107,363
1.798797595190381,44.04765599899838,366
1.808617234468938,47.239901425993594,359
1.8184368737474952,44.16848319699784,360
1.8282565130260522,47.27733933700074,377
1.8380761523046094,51.53543212799559,376
1.8478957915831664,47.82121697399998,373
1.8577154308617236,51.175950971999555,390
1.8675350701402806,53.991303210001206,390
1.8773547094188379,49.64721222299704,374
1.8871743486973949,52.93170107599872,387
1.896993987975952,55.430527364005684,387
1.906813627254509,51.660725251997064,379
1.9166332665330663,55.80532389500149,408
1.9264529058116233,58.82608776099369,405
1.9362725450901805,52.25429494999844,383
1.9460921843687375,54.989627718998236,386
1.9559118236472948,59.79755384299642,399
1.9657314629258518,57.15833062499587,399
1.975551102204409,56.8735254649946,392
1.9853707414829662,62.40617758299777,398
1.9951903807615232,58.198597695998615,392
2.00501002004008,60.441204841998115,401
2.0148296593186372,63.52324300399778,404
2.0246492985971947,63.082452439004555,413
2.0344689378757517,64.2595708519948,413
2.0442885771543087,64.30243898499612,398
2.0541082164328657,63.81977771100355,406
2.063927855711423,64.68365031199937,409
2.07374749498998,67.70931238600315,407
2.083567134268537,64.74675345300057,406
2.093386773547094,67.66777967599774,411
2.1032064128256516,72.73422132399719,423
2.1130260521042086,68.89121004100161,413
2.1228456913827656,69.07793764500093,410
2.132665330661323,71.9168564290012,409
2.14248496993988,70.07236663399817,409
2.152304609218437,71.41900028899545,411
2.162124248496994,79.34470149199478,446
2.1719438877755515,74.92023296000116,416
2.1817635270541085,74.0702527819958,415
2.1915831663326655,75.80545654799789,414
2.2014028056112225,76.04782447799516,418
2.21122244488978,78.59206670000276,433
2.221042084168337,82.69111334199988,439
2.230861723446894,84.46636229300202,446
2.240681362725451,83.785834058006,446
2.2505010020040084,84.5744606119988,444
2.2603206412825654,83.86367603299732,439
2.2701402805611224,86.12816567700065,443
2.2799599198396794,85.70969363499898,435
2.289779559118237,89.67257408399746,458
2.299599198396794,87.94668084799923,441
2.309418837675351,87.64523218400427,437
2.319238476953908,90.19302387000062,447
2.3290581162324653,88.70565673599776,441
2.3388777555110223,89.51519747100247,436
2.3486973947895793,93.34278640499542,455
2.3585170340681363,92.66269884699432,447
2.3683366733466937,95.00289907700062,449
2.3781563126252507,94.81427902799624,452
2.3879759519038077,95.78373465700133,448
2.3977955911823647,100.76790478399926,465
2.407615230460922,98.2267781460032,452
2.417434869739479,98.84123244100192,453
2.427254509018036,105.06336246099818,475
2.437074148296593,104.83475806099887,473
2.4468937875751506,104.28152793300251,466
2.4567134268537076,102.74269797300076,455
2.4665330661322646,105.76614214100118,459
2.4763527054108216,112.76435945299454,491
2.486172344689379,107.82841027199902,468
2.495991983967936,107.81154109699855,463
2.505811623246493,107.94009222200111,460
2.51563126252505,108.83369121300348,459
2.5254509018036075,114.41813151899987,479
2.5352705410821645,113.22956220399647,471
2.5450901803607215,117.0611696029955,479
2.5549098196392785,118.88876863299811,488
2.564729458917836,119.04777298900444,483
2.574549098196393,121.34563805299695,484
2.58436873747495,122.98947600799875,490
2.594188376753507,121.51668500699452,480
2.6040080160320644,121.69822983699851,480
2.6138276553106214,122.58003543399536,480
2.6236472945891784,128.26779825399717,492
2.633466933867736,125.10822430999542,478
2.643286573146293,127.00071686299634,485
2.65310621242485,132.01674986299622,498
2.662925851703407,133.42679233499803,501
2.6727454909819643,133.3562637080031,493
2.6825651302605213,136.80115054899943,504
2.6923847695390783,134.39636753100058,492
2.7022044088176354,135.14540030100034,492
2.712024048096193,142.4341895969992,518
2.72184368737475,138.00514551700326,495
2.731663326653307,141.85214233100123,508
2.741482965931864,139.14242104299774,492
2.7513026052104212,143.23432907400274,501
2.7611222444889783,145.38239357100247,509
2.7709418837675353,145.32459845599806,501
2.7807615230460923,149.63367534099962,512
2.7905811623246497,149.10470399999758,509
2.8004008016032067,149.06050723000226,510
2.8102204408817637,151.8111220840001,511
2.8200400801603207,157.37984223900276,525
2.829859719438878,155.34654524800135,515
2.839679358717435,158.32522624600097,523
2.849498997995992,158.00993883000046,519
2.859318637274549,157.55690856900037,512
2.8691382765531066,163.84879684099724,529
2.8789579158316636,164.93295066000428,529
2.8887775551102206,163.01415561799513,519
2.8985971943887776,165.58678350099945,526
2.908416833667335,167.43093362699437,520
2.918236472945892,167.09854896499746,519
2.928056112224449,174.85201846800192,543
2.937875751503006,177.90344298900163,547
2.9476953907815635,178.89404916900094,548
2.9575150300601205,174.18458089000342,535
2.9673346693386775,179.225722520001,542
2.9771543086172345,181.50682652700198,542
2.986973947895792,182.7281995059966,545
2.996793587174349,187.5433237920006,550
3.006613226452906,185.8676845009977,546
3.016432865731463,188.55316590699658,545
3.0262525050100204,187.07990379200055,543
3.0360721442885774,191.43599512999936,550
3.0458917835671344,193.4924153969987,552
3.0557114228456914,190.006111925999,539
3.065531062124249,189.6063333330021,539
3.075350701402806,195.34406099800253,548
3.085170340681363,199.69050131800032,558
3.09498997995992,198.93803749100334,554
3.1048096192384773,205.6791487080045,565
3.1146292585170343,200.12594242900377,550
3.1244488977955913,203.1147307930005,551
3.1342685370741483,204.70443078000244,553
3.1440881763527058,209.58289472999604,563
3.1539078156312628,208.55723208099516,555
3.1637274549098198,207.8999101129957,555
3.1735470941883768,216.82368833500368,572
3.183366733466934,210.6066920700032,551
3.193186372745491,213.30023626899492,557
3.203006012024048,217.25482693099912,562
3.2128256513026052,218.2968253029976,562
3.2226452905811627,224.19863428299868,573
3.2324649298597197,228.065648992997,578
3.2422845691382767,233.12774380699557,580
3.252104208416834,230.35743654100224,570
3.261923847695391,228.47148823500174,567
3.271743486973948,232.3103416449958,572
3.281563126252505,232.5569037220048,567
3.2913827655310626,238.16982775799988,573
3.3012024048096196,246.5659090659974,585
3.3110220440881766,244.36458030300128,592
3.3208416833667336,240.01827764000336,573
3.330661322645291,240.5052651320002,570
3.340480961923848,238.54516434200195,570
3.350300601202405,243.8590994019978,573
3.360120240480962,257.4506340760054,604
3.3699398797595195,251.8448031490043,586
3.3797595190380765,258.6143669739977,597
3.3895791583166335,253.53063553999527,584
3.3993987975951905,256.6523105369997,586
3.409218436873748,260.60583786099596,596
3.419038076152305,259.8422764870047,584
3.428857715430862,256.42159627199726,579
3.438677354709419,257.806569165994,579
3.4484969939879764,266.79487273700215,591
3.4583166332665334,273.1305091489994,606
3.4681362725450904,271.22135884300224,598
3.4779559118236474,280.01642105599603,610
3.487775551102205,272.3115730979989,594
3.497595190380762,281.25527867399796,610
3.507414829659319,285.8665691310016,617
3.517234468937876,278.55242303699924,599
3.5270541082164333,283.5290380560036,602
3.5368737474949903,286.04328267200617,604
3.5466933867735473,290.84941444600554,611
3.5565130260521043,291.50715638900147,610
3.5663326653306617,291.6767148720028,603
3.5761523046092187,293.1154113089942,604
3.5859719438877757,303.09128811999835,624
3.5957915831663327,305.8643994939994,625
3.60561122244489,301.1224050150049,616
3.615430861723447,300.8953959579958,607
3.625250501002004,305.22522843900515,612
3.635070140280561,305.35497724799643,613
3.6448897795591186,319.25351317300374,635
3.6547094188376756,318.9753108570003,633
3.6645290581162326,318.3595506999991,627
3.6743486973947896,317.5946992649988,624
3.684168336673347,320.40040246699937,623
3.693987975951904,318.35743823300436,618
3.703807615230461,326.39181528400513,629
3.713627254509018,320.1286346469933,614
3.7234468937875755,326.512932560996,621
3.7332665330661325,328.82688561999385,626
3.7430861723446895,331.5996824920003,627
3.7529058116232465,332.8866838979957,628
3.762725450901804,341.5030774100014,635
3.772545090180361,340.6754357530008,645
3.782364729458918,347.50095745999715,643
3.792184368737475,341.51735301900044,623
3.8020040080160324,338.1683153500053,623
3.8118236472945894,350.5494537909981,641
3.8216432865731464,354.9885201090001,642
3.8314629258517034,336.6567423180022,645
3.841282565130261,360.30947724600264,642
3.851102204408818,355.0988384770026,632
3.860921843687375,343.2195569579999,649
3.8707414829659323,365.5552516969983,643
3.8805611222444893,369.5547439200018,647
3.8903807615230463,366.06709242400393,654
3.9002004008016034,375.9403220640015,654
3.910020040080161,375.3901615499999,647
3.919839679358718,336.42866795900045,676
3.929659318637275,381.8686768089974,654
3.939478957915832,380.39301305200206,648
3.9492985971943892,379.59059439099656,659
3.9591182364729463,393.2560637220013,663
3.9689378757515033,401.25877931399737,672
3.9787575150300603,379.6607400840003,654
3.9885771543086177,396.99142973299604,660
3.9983967935871747,399.99928438299685,662
4.008216432865732,339.00027914399834,665
4.018036072144288,406.1297126779973,665
4.027855711422846,413.79852386700077,677
4.037675350701403,280.5601106510003,668
4.04749498997996,414.18679763300315,673
4.057314629258517,419.3467290480039,679
4.067134268537075,383.65180928399786,682
4.076953907815631,428.45152006900025,681
4.086773547094189,413.3038791889994,666
4.096593186372745,342.33779385600064,688
4.106412825651303,430.79824836699845,677
4.116232464929859,430.8055280949993,688
4.126052104208417,363.244317744,680
4.135871743486974,446.7648930189971,684
4.145691382765531,446.63803158700466,698
4.155511022044088,354.9135716439996,687
4.1653306613226455,454.67819435599813,686
4.175150300601202,409.41728819799755,686
4.1849699398797595,340.527712410003,680
4.194789579158316,467.50165486499463,701
4.2046092184368735,419.3788420829951,685
4.214428857715431,341.35930557199754,692
4.2242484969939875,463.9660833119997,684
4.234068136272545,417.67960423600016,682
4.243887775551102,313.2075043320001,684
4.253707414829659,469.7364475939976,685
4.263527054108216,443.8472519729985,684
4.273346693386773,306.4613209770032,693
4.28316633266533,482.4242159350033,689
4.292985971943888,447.5554788899972,701
4.302805611222444,328.15491262100113,708
4.312625250501002,497.4766680920002,704
4.322444889779559,444.11994939800206,694
4.332264529058116,259.3443420870026,698
4.342084168336673,507.14885520700045,709
4.35190380761523,407.1938872190003,693
4.361723446893787,294.7853981309963,700
4.371543086172345,507.23636698699556,695
4.381362725450901,436.97883746700245,709
4.391182364729459,330.97800581499905,703
4.401002004008016,520.3910312929947,706
4.410821643286573,469.6661385019979,703
4.42064128256513,279.06586100300046,712
4.430460921843687,530.6726352969999,717
4.440280561122244,429.93906087600044,706
4.450100200400802,269.77444224999635,710
4.459919839679358,540.7572804459996,717
4.469739478957916,414.49359620599716,739
4.479559118236473,309.9751571829984,711
4.48937875751503,550.1560179470034,721
4.499198396793587,396.95621648100496,709
4.509018036072145,288.7207350669996,728
4.518837675350701,574.2856568580028,739
4.528657314629259,460.85734521900304,718
4.538476953907815,280.24887404600304,722
4.548296593186373,562.6561366729948,721
4.55811623246493,410.9898002990012,723
4.567935871743487,289.8956114429966,732
4.577755511022044,579.4816971539985,727
4.5875751503006015,418.9758357879982,720
4.597394789579158,291.1382274639982,727
4.6072144288577155,568.4327733539976,756
4.617034068136272,440.0700216520054,727
4.6268537074148295,300.9971738079985,738
4.636673346693387,561.7130695590022,738
4.6464929859719435,357.1429485839981,736
4.656312625250501,311.41280531600205,754
4.666132264529058,585.9221688409962,745
4.675951903807615,396.90012097400177,739
4.685771543086172,311.71231605499634,736
4.695591182364729,596.0139165389992,741
4.705410821643286,421.53362218300026,748
4.715230460921844,314.8263128050021,746
4.7250501002004,598.9915668169997,750
4.734869739478958,373.4286063039981,737
4.744689378757515,328.8863416719978,754
4.754509018036072,566.7873412580011,742
4.764328657314629,426.18927702499786,748
4.774148296593186,329.3911030070012,754
4.783967935871743,594.2838608799939,744
4.793787575150301,354.8419335810031,745
4.803607214428857,329.13711705800233,748
4.813426853707415,552.9841141149955,742
4.823246492985972,402.063264051998,746
4.833066132264529,333.8077368009981,760
4.842885771543086,586.3540964540007,757
4.852705410821643,394.9421291809995,782
4.8625250501002,332.2822959039986,761
4.872344689378758,562.4125301339955,759
4.882164328657314,361.65849494600116,784
4.891983967935872,338.33087066300504,764
4.901803607214429,627.2157081789992,761
4.911623246492986,347.93526256500627,761
4.921442885771543,334.59356899200066,756
4.9312625250501,574.1575436239946,758
4.941082164328657,407.29587371800153,795
4.9509018036072145,352.9816198440021,763
4.960721442885771,587.7632006079948,779
4.9705410821643286,375.2765492079998,777
4.980360721442886,358.7969635030022,770
4.9901803607214426,606.593482309996,782
5.0,370.3154180240017,773
